X,Y
450,320
450,320
449.00816724248284,319.8724547879537
448.01911649800365,319.7248789605119
447.04608213111,319.7534155489861
446.1145196771593,319.9879016045549
445.11572641479495,319.9387892939231
444.11882464551206,319.86013268326246
443.12062995766496,319.80007133834056
442.1460357197753,320.02404917535193
441.14861536639876,319.9522672927476
440.1525219048356,319.86396205037113
439.1525222316212,319.86315361294396
438.15262399875024,319.848887432604
437.2034527163329,319.73219241830105
436.2574304418151,319.75513883910475
435.25775807853546,319.7807350516173
434.263626474244,319.88891246769316
433.28268596048855,320.08322074974296
432.2915812194359,319.9501365949274
431.2939326110458,319.88160007781903
430.4508086970882,319.90161418401465
429.45738096574763,319.7871530875512
428.5472865206771,319.8022473597669
427.54756920687777,319.82602324018796
426.63095223822995,319.7970394086977
425.6572290240744,320.0247741276463
424.77155482809866,320.04014929811274
423.91222406932457,320.2553509688237
423.0695569681022,320.43728539755546
422.11894965108206,320.36299509890404
421.27806350430893,320.34753756442257
420.3155641047045,320.47683874157633
419.31562697046627,320.4880515722359
418.35139077219986,320.52449282184904
417.36300000984687,320.676426033805
416.523677107549,320.8675489336456
415.5603348882644,320.8913222073656
414.5730600561417,321.050345494519
413.6062692547016,321.2760556614643
412.74274083138084,321.41699568469494
411.7480731076513,321.3138641212885
410.83079632771654,321.2583974276146
409.8396676941492,321.39130352876475
408.8398119751307,321.4082900276963
407.84111083769557,321.35733869713704
406.88068987019614,321.2603899217369
405.88347407030756,321.1858201661216
404.9493021678984,321.128867981959
404.0444402400812,321.35752912673837
403.11112993406743,321.220787212745
402.2369010040783,321.28097784205625
401.23690250301723,321.27924640458826
400.24259677367263,321.17268132310056
399.3112261261047,321.1726300215886
398.3813826026347,321.1409095714885
397.3833375974887,321.20340891311025
396.3836422297873,321.17872750722665
395.38994473548973,321.06663250365085
394.46500005213454,321.0643498051284
393.4800014493973,321.23691212026614
392.4895478122317,321.3121493879743
391.557258439138,321.2535825608634
390.5576393997965,321.22598226764154
389.68630977941694,321.10549067253925
388.78847808564495,321.0819639452488
387.8336163436895,321.2577837284883
386.9882708690594,321.2542183173651
385.99025892303814,321.1911932779064
385.15377374632715,321.16267854070514
384.27353624125845,321.07775848466554
383.4067178080927,321.0179557889912
382.6013375884778,320.9400830708731
381.6017310357041,320.96813195056325
380.7155653458802,321.14276642027477
379.8235926866543,321.2819219113146
378.94317238868075,321.44228934038483
377.98023353286266,321.51422246752514
376.98033292483245,321.50012374202294
376.16290949471545,321.3990175677391
375.1691683172503,321.28731048555466
374.1716047004906,321.2175478127465
373.17286056981345,321.26764932407997
372.1752864615949,321.33726181298806
371.184904638169,321.19890053290044
370.18869374653167,321.1119300816929
369.18869378982066,321.11163584023063
368.1994156097756,321.257679266946
367.22204455209896,321.14357874666484
366.2244358368254,321.07446397827016
365.3696604719758,321.08209946491775
364.5327253391028,321.06129641978447
363.5627456807314,320.92578859145607
362.5983715463456,320.92487063767396
361.61509847441823,321.1070081297575
360.63500272233006,321.3055334851626
359.7233600955629,321.1656016236068
358.72336566101626,321.1689379203151
357.8259490533974,321.1681399160306
356.8893276769213,321.41118860770456
356.02743231420277,321.38882290530415
355.17002619338245,321.53347830098954
354.17024222567466,321.51269326034827
353.3103076837624,321.45377115542993
352.50332360271005,321.66962920287926
351.7005703979725,321.74092143335673
350.7045922692337,321.8305181245558
349.72347270525705,322.0239202992651
348.72670872528636,321.9435364188349
347.8814468740656,322.07840776615046
346.8816594853594,322.0990275960259
345.89953740850336,322.28727271854416
344.960648769588,322.2487525855678
344.05688084009984,322.21513639420374
343.0643553267967,322.337173705885
342.1164078774073,322.2519402625698
