70,20
69.9,19.9
69.8,19.8
69.7,19.7
69.6,19.6
69.5,19.5
69.4,19.4
69.4,19.3
69.4,19.2
69.4,19.1
69.4,19
69.4,18.9
69.4,18.8
69.4,18.7
69.4,18.6
69.4,18.5
69.4,18.4
69.3,18.3
69.2,18.2
69.1,18.1
69,18
69,17.9
69,17.8
69,17.7
69,17.6
69,17.5
69,17.4
69,17.3
69,17.2
68.9,17.1
68.8,17
68.7,16.9
68.6,16.8
68.5,16.7
68.4,16.6
68.3,16.5
68.2,16.4
68.1,16.3
68,16.2
67.9,16.1
67.8,16
67.7,15.9
67.6,15.8
67.5,15.7
67.4,15.6
67.3,15.5
67.2,15.4
67.1,15.3
67,15.2
66.9,15.1
66.8,15
66.8,14.9
66.8,14.8
66.8,14.7
66.8,14.6
66.7,14.5
66.6,14.5
66.5,14.4
66.4,14.3
66.3,14.2
66.2,14.1
66.1,14.1
66,14
65.9,13.9
65.8,13.8
65.7,13.8
65.6,13.7
65.5,13.6
65.4,13.5
65.3,13.4
65.2,13.4
65.1,13.3
65,13.2
64.9,13.2
64.8,13.1
64.7,13
64.6,12.9
64.5,12.8
64.4,12.8
64.3,12.8
64.2,12.8
64.1,12.8
64,12.8
63.9,12.8
63.8,12.8
63.7,12.8
63.6,12.8
63.5,12.8
63.4,12.8
63.3,12.8
63.2,12.8
63.1,12.8
63,12.8
62.9,12.8
62.8,12.8
62.7,12.7
62.6,12.6
62.5,12.5
62.4,12.4
62.3,12.3
62.2,12.2
62.1,12.1
62,12
61.9,11.9
61.8,11.8
61.7,11.8
61.6,11.8
61.5,11.8
61.4,11.8
61.3,11.8
61.2,11.8
61.1,11.8
61,11.8
60.9,11.8
60.8,11.8
60.7,11.8
60.6,11.8
60.5,11.8
60.4,11.8
60.3,11.8
60.2,11.8
60.1,11.8
60,11.8
59.9,11.8
59.8,11.8
59.7,11.8
59.6,11.8
59.5,11.8
59.4,11.8
59.3,11.8
59.2,11.8
59.1,11.8
59,11.8
58.9,11.8
58.8,11.8
58.7,11.8
58.6,11.8
58.5,11.8
58.4,11.8
58.3,11.8
58.2,11.8
58.1,11.8
58,11.8
57.9,11.8
57.8,11.8
57.7,11.8
57.6,11.8
57.5,11.8
57.4,11.8
57.3,11.8
57.2,11.8
57.1,11.8
57,11.8
56.9,11.8
56.8,11.8
56.7,11.8
56.6,11.8
56.5,11.8
56.4,11.8
56.3,11.8
56.2,11.8
56.1,11.8
56,11.8
55.9,11.8
55.8,11.8
55.7,11.8
55.6,11.8
55.5,11.8
55.4,11.8
55.3,11.8
55.2,11.8
55.1,11.8
55,11.8
54.9,11.8
54.8,11.8
54.7,11.8
54.6,11.8
54.5,11.8
54.4,11.8
54.3,11.8
54.2,11.8
54.1,11.8
54,11.8
53.9,11.8
53.8,11.8
53.7,11.8
53.6,11.8
53.5,11.8
53.4,11.8
53.3,11.8
53.2,11.8
53.1,11.8
53,11.8
52.9,11.8
52.8,11.8
52.7,11.8
52.6,11.8
52.5,11.8
52.4,11.8
52.3,11.8
52.2,11.8
52.1,11.8
52,11.8
51.9,11.8
51.8,11.8
51.7,11.8
51.6,11.8
51.5,11.8
51.4,11.8
51.3,11.8
51.2,11.8
51.1,11.8
51,11.8
50.9,11.8
50.8,11.8
50.7,11.8
50.6,11.8
50.5,11.8
50.4,11.8
50.3,11.8
50.2,11.8
50.1,11.8
50,11.8
49.9,11.8
49.8,11.8
49.7,11.8
49.6,11.8
49.5,11.8
49.4,11.8
49.3,11.8
49.2,11.8
49.1,11.8
49,11.7
48.9,11.7
48.8,11.7
48.7,11.7
48.6,11.7
48.5,11.7
48.4,11.7
48.3,11.7
48.2,11.7
48.1,11.7
48,11.7
47.9,11.7
47.8,11.7
47.7,11.7
47.6,11.7
47.5,11.7
47.4,11.7
47.3,11.7
47.2,11.7
47.1,11.7
47,11.7
46.9,11.7
46.8,11.7
46.7,11.7
46.6,11.7
46.5,11.7
46.4,11.7
46.3,11.7
46.2,11.7
46.1,11.7
46,11.7
45.9,11.7
45.8,11.7
45.7,11.7
45.6,11.7
45.5,11.7
45.4,11.7
45.3,11.7
45.2,11.7
45.1,11.7
45,11.7
44.9,11.7
44.8,11.7
44.7,11.7
44.6,11.7
44.5,11.7
44.4,11.7
44.3,11.7
44.2,11.7
44.1,11.7
44,11.7
43.9,11.7
43.8,11.7
43.7,11.7
43.6,11.7
43.5,11.7
43.4,11.7
43.3,11.7
43.2,11.7
43.1,11.7
43,11.7
42.9,11.7
42.8,11.7
42.7,11.7
42.6,11.7
42.5,11.7
42.4,11.7
42.3,11.7
42.2,11.7
42.1,11.7
42,11.7
41.9,11.7
41.8,11.7
41.7,11.7
41.6,11.7
41.5,11.7
41.4,11.7
41.3,11.7
41.2,11.7
41.1,11.7
41,11.7
40.9,11.7
40.8,11.7
40.7,11.7
40.6,11.7
40.5,11.7
40.4,11.7
40.3,11.7
40.2,11.7
40.1,11.7
40,11.7
39.9,11.7
39.8,11.7
39.7,11.7
39.6,11.7
39.5,11.7
39.4,11.7
39.3,11.7
39.2,11.7
39.1,11.7
39,11.7
38.9,11.7
38.8,11.7
38.7,11.7
38.6,11.7
38.5,11.7
38.4,11.7
38.3,11.7
38.2,11.7
38.1,11.7
38,11.7
37.9,11.7
37.8,11.7
37.7,11.7
37.6,11.7
37.5,11.7
37.4,11.7
37.3,11.7
37.2,11.7
37.1,11.7
37,11.7
36.9,11.7
36.8,11.7
36.7,11.7
36.6,11.7
36.5,11.7
36.4,11.7
36.3,11.7
36.2,11.7
36.1,11.7
36,11.7
35.9,11.7
35.8,11.7
35.7,11.7
35.6,11.7
35.5,11.7
35.4,11.7
35.3,11.7
35.2,11.7
35.1,11.7
35,11.7
34.9,11.7
34.8,11.7
34.7,11.7
34.6,11.7
34.5,11.7
34.4,11.7
34.3,11.7
34.2,11.7
34.1,11.7
34,11.7
33.9,11.7
33.8,11.7
33.7,11.7
33.6,11.7
33.5,11.7
33.4,11.7
33.3,11.7
33.2,11.7
33.1,11.7
33,11.7
32.9,11.7
32.8,11.7
32.7,11.7
32.6,11.7
32.5,11.7
32.4,11.7
32.3,11.7
32.2,11.7
32.1,11.7
32,11.7
31.9,11.7
31.8,11.7
31.7,11.7
31.6,11.7
31.5,11.7
31.4,11.7
31.3,11.7
31.2,11.7
31.1,11.7
31,11.7
30.9,11.7
30.8,11.7
30.7,11.7
30.6,11.7
30.5,11.7
30.4,11.7
30.3,11.7
30.2,11.7
30.1,11.7
30,11.7
29.9,11.7
29.8,11.7
29.7,11.7
29.6,11.7
29.5,11.7
29.4,11.7
29.3,11.7
29.2,11.7
29.1,11.7
29,11.7
28.9,11.7
28.8,11.7
28.7,11.7
28.6,11.7
28.5,11.7
28.4,11.7
28.3,11.7
28.2,11.7
28.1,11.7
28,11.7
27.9,11.7
27.8,11.7
27.7,11.7
27.6,11.7
27.5,11.7
27.4,11.7
27.3,11.7
27.2,11.7
27.1,11.7
27,11.7
26.9,11.7
26.8,11.7
26.7,11.7
26.6,11.7
26.5,11.7
26.4,11.7
26.3,11.7
26.2,11.7
26.1,11.7
26,11.7
25.9,11.7
25.8,11.7
25.7,11.7
25.6,11.7
25.5,11.7
25.4,11.7
25.3,11.7
25.2,11.7
25.1,11.7
25,11.7
24.9,11.7
24.8,11.7
24.7,11.7
24.6,11.7
24.5,11.7
24.4,11.7
24.3,11.7
24.2,11.7
24.1,11.7
24,11.7
23.9,11.7
23.8,11.7
23.7,11.7
23.6,11.7
23.5,11.7
23.4,11.7
23.3,11.7
23.2,11.7
23.1,11.7
23,11.7
22.9,11.7
22.8,11.7
22.7,11.7
22.6,11.7
22.5,11.7
22.4,11.7
22.3,11.7
22.2,11.7
22.1,11.7
22,11.6
21.9,11.6
21.8,11.5
21.7,11.4
21.6,11.3
21.5,11.3
21.4,11.2
21.3,11.1
